letters,count
க,8009
ன்,7712
த,6230
க்,6068
ம்,6042
வ,5932
து,5754
த்,5461
ல்,5346
ந்,5345
அ,4573
ரு,4377
ப்,3892
ப,3837
தி,3821
ர்,3643
கு,3370
ண்,3180
ம,3124
இ,2939
டு,2881
ட,2836
ட்,2806
ய,2742
ள்,2697
வி,2676
டி,2673
ர,2664
எ,2351
ங்,2211
கி,2119
று,2109
ற்,2065
ன,2031
ற,1844
தா,1671
கா,1640
கொ,1621
யி,1591
போ,1590
ரி,1515
யா,1466
மு,1459
சி,1431
மா,1416
பா,1368
ச்,1287
ல,1284
லை,1278
ச,1221
ள,1192
உ,1166
டை,1117
றி,1102
பி,1047
ளி,1019
பு,1013
நி,929
நா,917
ஒ,903
யு,898
வா,893
தை,888
லி,868
ளை,862
ய்,853
வே,846
னா,836
ந,829
னை,809
ரா,809
செ,782
டா,755
லா,752
கை,703
சு,665
ஆ,661
கூ,661
னி,660
ரை,622
ண,621
கே,620
தே,611
றை,582
ளு,580
தெ,578
னு,568
லு,567
யை,565
வு,543
ழ,530
றா,526
ணி,523
ழி,476
பெ,460
கோ,442
மை,413
தோ,410
ஏ,409
',405
சே,393
ழு,374
பே,372
மே,372
லே,365
வை,365
சொ,355
யே,344
மி,331
ஓ,331
வெ,282
நீ,277
சா,264
பொ,262
ழ்,259
ளா,252
ழை,222
சை,220
நே,217
மூ,214
யோ,205
மெ,202
வ்,197
தீ,194
வீ,184
ஞ்,166
றே,159
தொ,157
டே,155
னே,153
ளே,148
தூ,142
நெ,135
லோ,128
சூ,125
ரே,120
பூ,118
கீ,117
மொ,113
ரோ,100
நு,94
வோ,90
மோ,88
பை,85
ழே,83
யெ,81
நோ,74
னோ,73
;,70
ளோ,66
ணை,64
சோ,64
ஐ,63
ரெ,61
மீ,59
றீ,56
ஊ,54
கெ,54
ளூ,48
றோ,48
டீ,42
ணு,41
வொ,40
ஞ,36
பீ,35
றொ,34
ஈ,33
ணீ,31
னெ,30
ளெ,30
சீ,30
ணா,25
னொ,23
ஜ,22
டோ,21
நூ,15
யூ,14
&,13
டொ,13
லெ,13
ழா,13
ணே,13
ஷ,12
ரீ,12
{,11
},11
ரொ,11
ரூ,11
மௌ,11
பௌ,10
ஞா,10
டெ,10
றெ,9
ஸ்,6
ஜா,6
யொ,6
ஷ்,6
ணெ,6
னீ,6
ணோ,5
லொ,5
நொ,5
ஃ,4
னூ,3
கௌ,3
ஸ,3
டூ,2
ஜ்,2
ழெ,2
ஸீ,2
ஞை,2
ஜை,2
வூ,2
﻿,1
லீ,1
ளொ,1
ளீ,1
ஷே,1
ஷா,1
நை,1
ஹோ,1
றூ,1
வௌ,1
ங,1
ணொ,1
