words,count,book
என்று,559,pmuni0503_01.html
கொண்டு,425,pmuni0503_01.html
அவன்,327,pmuni0503_01.html
ஒரு,312,pmuni0503_01.html
அந்த,263,pmuni0503_01.html
போல்,235,pmuni0503_01.html
வந்து,215,pmuni0503_01.html
போது,195,pmuni0503_01.html
தான்,193,pmuni0503_01.html
தளபதி,186,pmuni0503_01.html
என்ன,176,pmuni0503_01.html
இந்த,174,pmuni0503_01.html
நான்,162,pmuni0503_01.html
சேந்தன்,144,pmuni0503_01.html
நாராயணன்,142,pmuni0503_01.html
அவள்,129,pmuni0503_01.html
அவர்,117,pmuni0503_01.html
அவர்கள்,117,pmuni0503_01.html
நின்று,112,pmuni0503_01.html
தன்,112,pmuni0503_01.html
கொண்டே,111,pmuni0503_01.html
கொண்டிருந்த,109,pmuni0503_01.html
அந்தப்,106,pmuni0503_01.html
வேண்டும்,97,pmuni0503_01.html
ஆனால்,96,pmuni0503_01.html
இடையாற்று,93,pmuni0503_01.html
மேல்,86,pmuni0503_01.html
போய்,83,pmuni0503_01.html
மகாராணி,82,pmuni0503_01.html
அது,80,pmuni0503_01.html
சிறிது,80,pmuni0503_01.html
மகாமண்டலேசுவரர்,79,pmuni0503_01.html
நடந்து,79,pmuni0503_01.html
இருந்தது,79,pmuni0503_01.html
கீழே,78,pmuni0503_01.html
வல்லாளதேவன்,77,pmuni0503_01.html
மட்டும்,76,pmuni0503_01.html
மங்கலம்,76,pmuni0503_01.html
இரண்டு,75,pmuni0503_01.html
தெரிந்து,75,pmuni0503_01.html
சில,73,pmuni0503_01.html
நீங்கள்,73,pmuni0503_01.html
பின்,70,pmuni0503_01.html
வந்த,69,pmuni0503_01.html
பார்த்துக்,68,pmuni0503_01.html
அங்கே,68,pmuni0503_01.html
மனத்தில்,66,pmuni0503_01.html
தென்பாண்டி,66,pmuni0503_01.html
என்ற,65,pmuni0503_01.html
செய்து,64,pmuni0503_01.html
சென்று,63,pmuni0503_01.html
நீ,63,pmuni0503_01.html
கொள்ள,63,pmuni0503_01.html
மேலே,62,pmuni0503_01.html
இப்போது,62,pmuni0503_01.html
என்,61,pmuni0503_01.html
ஏதோ,60,pmuni0503_01.html
இல்லை,58,pmuni0503_01.html
நாட்டு,57,pmuni0503_01.html
போன்ற,57,pmuni0503_01.html
கூட,57,pmuni0503_01.html
இங்கே,57,pmuni0503_01.html
பெரிய,56,pmuni0503_01.html
நம்பி,55,pmuni0503_01.html
அந்தக்,55,pmuni0503_01.html
யாரோ,55,pmuni0503_01.html
இன்னும்,52,pmuni0503_01.html
ஒன்று,51,pmuni0503_01.html
பதில்,51,pmuni0503_01.html
குழல்மொழி,51,pmuni0503_01.html
அவனுக்கு,49,pmuni0503_01.html
எவ்வளவு,49,pmuni0503_01.html
அப்போது,49,pmuni0503_01.html
ஓர்,48,pmuni0503_01.html
மூன்று,48,pmuni0503_01.html
உள்ளே,47,pmuni0503_01.html
நாம்,47,pmuni0503_01.html
இடையாற்றுமங்கலம்,46,pmuni0503_01.html
வேறு,46,pmuni0503_01.html
அதன்,46,pmuni0503_01.html
அந்தத்,46,pmuni0503_01.html
அந்தச்,46,pmuni0503_01.html
பேசிக்,46,pmuni0503_01.html
உடனே,46,pmuni0503_01.html
வசந்த,45,pmuni0503_01.html
இடத்தில்,45,pmuni0503_01.html
அவனுடைய,45,pmuni0503_01.html
கொண்டான்,45,pmuni0503_01.html
இராசசிம்மன்,45,pmuni0503_01.html
அவருடைய,45,pmuni0503_01.html
துறவி,44,pmuni0503_01.html
விட்டு,44,pmuni0503_01.html
கூற்றத்,43,pmuni0503_01.html
நாஞ்சில்,43,pmuni0503_01.html
இந்தக்,43,pmuni0503_01.html
நிலா,43,pmuni0503_01.html
வேண்டிய,42,pmuni0503_01.html
உங்கள்,42,pmuni0503_01.html
முன்,42,pmuni0503_01.html
இருந்த,41,pmuni0503_01.html
திரும்பி,41,pmuni0503_01.html
முன்னால்,40,pmuni0503_01.html
முடியும்,40,pmuni0503_01.html
அழைத்துக்,40,pmuni0503_01.html
உட்கார்ந்து,40,pmuni0503_01.html
செய்ய,39,pmuni0503_01.html
பற்றி,39,pmuni0503_01.html
குரலில்,39,pmuni0503_01.html
தளபதியின்,39,pmuni0503_01.html
பெண்,39,pmuni0503_01.html
சொல்லி,39,pmuni0503_01.html
அருகில்,39,pmuni0503_01.html
அதே,38,pmuni0503_01.html
முகத்தில்,38,pmuni0503_01.html
இவ்வளவு,38,pmuni0503_01.html
யார்,37,pmuni0503_01.html
புறத்தாய,37,pmuni0503_01.html
பார்த்தான்,37,pmuni0503_01.html
பார்த்து,37,pmuni0503_01.html
வேளான்,37,pmuni0503_01.html
கோதை,37,pmuni0503_01.html
எந்த,36,pmuni0503_01.html
எனக்கு,36,pmuni0503_01.html
சொல்லிக்,36,pmuni0503_01.html
கண்டு,35,pmuni0503_01.html
முடியாது,35,pmuni0503_01.html
பார்த்த,35,pmuni0503_01.html
அம்பலவன்,35,pmuni0503_01.html
இப்படி,34,pmuni0503_01.html
சிரித்துக்,34,pmuni0503_01.html
நேரம்,34,pmuni0503_01.html
ஏன்,33,pmuni0503_01.html
கையில்,33,pmuni0503_01.html
நடந்த,32,pmuni0503_01.html
அல்லது,32,pmuni0503_01.html
அங்கு,32,pmuni0503_01.html
ஒரே,32,pmuni0503_01.html
புரிந்து,32,pmuni0503_01.html
வீரர்கள்,32,pmuni0503_01.html
திரும்பிப்,32,pmuni0503_01.html
நிறைந்த,32,pmuni0503_01.html
இந்தப்,32,pmuni0503_01.html
மகாமண்டலேசுவரரின்,32,pmuni0503_01.html
வைத்துக்,32,pmuni0503_01.html
இந்தத்,31,pmuni0503_01.html
நாட்டின்,31,pmuni0503_01.html
விட்டான்,31,pmuni0503_01.html
அதங்கோட்டாசிரியர்,31,pmuni0503_01.html
நேரத்தில்,31,pmuni0503_01.html
விட்டது,31,pmuni0503_01.html
ஐயா,31,pmuni0503_01.html
இருக்கும்,31,pmuni0503_01.html
அப்படியே,31,pmuni0503_01.html
சொல்ல,31,pmuni0503_01.html
மனம்,31,pmuni0503_01.html
சமயத்தில்,30,pmuni0503_01.html
எங்கே,30,pmuni0503_01.html
