letters,count
ன்,2160
த்,2107
த,1880
க,1877
வ,1783
தி,1595
ந்,1556
ர்,1435
ரு,1396
ம,1309
க்,1253
ன,1252
து,1211
ம்,1161
ப,1047
ற்,981
வி,932
ய,908
ட,890
ப்,884
டு,844
கு,767
ங்,744
மு,707
ற,706
ல,704
ர,690
யி,653
றி,641
ல்,610
னி,603
ண்,601
பு,580
று,572
கி,571
டி,446
ந,417
னு,395
ரை,366
ட்,366
மா,365
றை,363
ரி,361
பி,361
னை,336
கா,334
கொ,332
யு,317
தா,310
ய்,309
மி,303
வா,303
சி,302
லை,283
லி,267
தெ,264
ள்,254
செ,254
பொ,252
ளி,251
ழி,251
யா,250
நி,238
லா,229
ள,229
ச்,226
மெ,225
வு,223
னா,221
வெ,218
வே,216
பெ,212
ஞ்,211
ச,206
லு,195
ழு,192
தீ,190
ண,188
றா,186
தொ,185
டை,185
பா,179
மை,174
ணி,171
போ,167
ழ்,165
னெ,162
யெ,158
சு,157
கை,151
தை,149
சை,143
மொ,138
வை,135
தோ,133
ளை,130
தே,129
நா,126
அ,119
ரெ,118
மே,104
ரா,103
வ்,100
ளு,99
பூ,96
சொ,95
நீ,94
கூ,93
டா,91
இ,88
ழ,86
கே,84
சா,82
நெ,82
யை,76
றே,75
வீ,75
கெ,74
றெ,74
நோ,74
யே,71
பே,70
ழை,61
றொ,56
சூ,55
லெ,55
யொ,53
யோ,53
சே,49
உ,48
ளா,47
ணை,46
னே,45
வொ,44
ாி,44
னோ,43
மூ,42
றோ,42
கோ,42
மீ,41
ணு,37
ரொ,36
னொ,35
தூ,35
லோ,34
நு,33
வோ,32
டெ,32
றூ,30
சீ,29
ரோ,29
லொ,28
லே,28
ளெ,27
எ,26
நூ,26
ஆ,26
யீ,25
ரே,25
டொ,24
றீ,24
ணா,24
காி,23
வாி,22
பை,22
மோ,22
னீ,22
சோ,21
லீ,21
டோ,19
ஃ,19
டே,19
ளொ,18
தொி,16
ஒ,16
கீ,16
ஜ,16
நே,14
விாி,14
ரீ,14
ஈ,13
ஜி,13
யூ,13
ணெ,13
வூ,11
ஹா,11
ஷி,11
தௌி,11
னூ,10
ளோ,9
நொ,9
திாி,9
பீ,9
குாி,8
ஹ,8
பாி,8
ணீ,8
ழா,7
ணே,7
யாி,6
பிாி,6
ஜ்,6
ங,6
ாீ,5
ளே,5
டீ,5
ழீ,5
ஷா,5
வௌி,5
லாி,4
மாாி,4
ஞ,4
றௌி,4
பொி,4
ஊ,4
றொி,4
ஏ,4
தாி,4
ணோ,4
ஷ,3
வூாி,3
யிாி,3
மாி,3
ழொ,3
டூ,3
ணூ,3
ஞா,3
ஹி,2
ஜூ,2
பாாி,2
றாி,2
ணொ,2
சாாி,2
புாி,2
சொாி,2
டாி,2
தௌ,2
னௌி,2
லூ,2
ஜா,2
﻿,1
;,1
&,1
©,1
னுாி,1
டொி,1
ரூ,1
பூாி,1
நை,1
னாாி,1
ஜெ,1
னீாி,1
சீாி,1
ே,1
தாாி,1
சாி,1
கௌ,1
வாாி,1
சிாி,1
னாி,1
வொி,1
ஸ,1
ஷை,1
ழோ,1
ஓ,1
ளீ,1
கிாி,1
ளாி,1
ழெ,1
ழூ,1
ளூ,1
சௌ,1
ஹ்,1
