letters,count
ன்,9578
ம்,7910
க,7628
க்,6857
து,6182
ல்,5971
த,5924
த்,5922
வ,5229
ந்,4853
ர்,4674
ரு,4617
அ,4573
எ,4360
ப்,4334
ப,4072
தி,3903
கு,3487
ட்,3445
டு,3237
டி,3220
ய,3049
ண்,3047
ள்,2908
இ,2874
வி,2735
ட,2710
கி,2610
று,2573
ர,2555
தா,2308
ன,2266
யி,2106
ம,1995
ங்,1975
மா,1925
போ,1863
ற்,1838
ச,1742
கொ,1719
பா,1651
ரி,1630
கா,1512
பி,1471
யா,1466
உ,1450
ல,1407
ய்,1390
லை,1356
ற,1332
ஒ,1222
மு,1205
சி,1196
னா,1156
டை,1152
தை,1144
நா,1139
வே,1111
ச்,1055
ஆ,1043
வா,1021
டா,999
றி,963
லா,928
செ,917
பு,879
றா,847
ந,784
ள,781
யு,775
லி,769
னை,767
ண,759
தே,738
ரா,726
ளை,722
னு,718
கை,710
ளி,692
வு,691
சொ,651
கே,642
னி,605
நி,604
லு,594
வை,576
பெ,571
ஏ,564
சு,562
மி,562
சா,551
தெ,550
ரை,547
ளு,536
யை,533
ழு,522
கூ,476
ஸ்,441
',440
மே,427
தோ,422
ஷ,413
வெ,399
றை,390
பே,388
றே,359
னே,354
ழ,332
வீ,319
யோ,318
டே,316
லே,310
மை,308
ஜ,302
ணி,298
யே,294
நீ,291
வ்,287
ழ்,265
;,263
கோ,262
நே,261
ஞ்,252
ஓ,226
மூ,217
ளா,207
பொ,205
ஐ,199
மெ,198
ழி,196
தொ,186
சே,184
தூ,176
சை,173
ரே,167
ஷ்,156
ஜா,153
ணு,153
யெ,150
ரூ,148
தீ,147
ளே,144
மீ,138
ரோ,133
னோ,130
பூ,126
கெ,124
மோ,122
கீ,113
ணா,113
ழை,111
பை,96
ணை,91
ஜி,91
லீ,86
ரீ,85
நெ,84
லோ,78
வோ,77
ஊ,77
ஸௌ,76
சீ,75
நோ,67
ஸா,67
றீ,65
ணீ,64
ரெ,63
ரொ,57
றோ,54
னெ,53
லெ,48
ழே,48
பீ,47
டீ,46
ஸி,46
னொ,45
ஸ,41
நூ,38
சூ,34
றெ,33
நு,33
வொ,32
டெ,31
ஞ,30
டோ,30
ஜெ,30
ஞா,30
சோ,29
ளோ,28
றொ,25
மொ,23
ஸு,23
ஹி,22
ஹா,22
ஜு,21
ஹே,21
ஹோ,20
சௌ,20
ஹ,19
ஈ,18
ஷி,18
ஜ்,18
ழா,17
ஷா,17
யூ,16
டூ,16
ளெ,15
யொ,13
ஷே,12
{,11
},11
டொ,11
ஞை,11
ஜை,11
ணே,11
நொ,10
ஷு,10
ணோ,8
ஜோ,8
ஹெ,8
ஜே,8
லூ,7
ஹை,6
வூ,5
ணெ,5
பௌ,5
ஜொ,5
ஜீ,5
மௌ,4
லொ,4
ழெ,4
ஷை,4
னீ,3
ஸீ,3
யௌ,3
ளீ,2
ஸை,2
ஸெ,2
﻿,1
&,1
ணொ,1
யீ,1
ங,1
ஹு,1
ஷீ,1
ளொ,1
நை,1
ரௌ,1
ஷெ,1
ணூ,1
ளூ,1
கௌ,1
