letters,count
ம்,2400
ன்,2399
க,1672
த,1508
து,1364
அ,1344
வ,1339
ல்,1292
ர்,1291
த்,1269
க்,1003
ந்,948
ரு,891
எ,849
ப,845
கு,802
ட,782
இ,779
ம,776
தி,748
ண்,706
ய,699
டு,659
ன,657
வி,619
உ,615
ள்,610
ய்,581
று,575
ப்,569
ல,502
ஆ,502
டி,498
ர,483
கி,444
ங்,438
மு,433
பு,413
வா,389
ற,388
ற்,383
ட்,383
னை,363
செ,353
தா,343
சி,339
மா,322
றி,294
ச்,285
யி,279
யா,278
கா,278
ள,257
கொ,251
நா,250
லை,237
ஒ,237
போ,237
ரி,234
நி,230
ண,228
கை,228
றை,226
பி,224
னா,223
ச,220
டை,219
பா,218
ழி,218
வே,217
ந,214
ழு,207
ணி,184
வெ,179
பொ,173
யு,171
சு,169
ளி,167
ரை,163
ளை,161
ழ்,160
ழ,153
லா,151
லி,147
னி,146
றா,143
கோ,142
ஏ,140
நீ,130
வு,130
மை,129
னு,125
வை,116
மி,111
மே,111
ஞ்,104
ரா,100
பெ,99
கூ,97
தை,96
சா,95
தே,94
தொ,91
சை,90
டா,88
தெ,87
பூ,83
ஓ,83
தோ,78
வீ,75
சே,73
தீ,70
நோ,67
ஈ,67
யே,67
யோ,67
ழை,64
ஐ,64
ளு,61
லு,59
யை,56
வ்,55
ணை,52
ளா,51
நெ,51
மூ,50
கே,50
மீ,47
மெ,46
ஊ,40
சூ,40
னே,36
சொ,33
பே,32
நு,30
சோ,26
நூ,25
கெ,25
ரே,25
னோ,23
லோ,22
ணு,22
றே,22
பை,21
ணா,20
கீ,20
தூ,20
சீ,20
நே,19
;,18
மொ,18
ரோ,16
கௌ,16
ஞா,15
லே,13
றோ,13
தௌ,12
ழா,12
{,11
},11
¤,11
மோ,11
வோ,11
&,9
ணீ,8
யொ,8
டோ,8
ளோ,6
பீ,6
னொ,6
றெ,5
ளே,5
ஞ,5
ங,4
டே,4
ஃ,4
ணே,4
ழீ,3
¢,2
ணோ,2
ரொ,2
பௌ,2
வொ,2
்,2
ரீ,2
யீ,2
னீ,2
றீ,2
ளீ,2
﻿,1
ரெ,1
நௌ,1
றொ,1
ஞை,1
லீ,1
ழூ,1
ணெ,1
மௌ,1
றூ,1
லூ,1
னூ,1
லொ,1
நொ,1
யூ,1
