letters,count
க,7934
ன்,6836
ம்,5852
க்,5762
த்,4958
து,4829
ல்,4486
‌,4376
த,4372
வ,3959
அ,3745
ரு,3671
ந்,3557
ப்,3488
ர்,3308
தி,3203
ள்,3041
கு,2874
ய,2675
ப,2666
ட்,2600
ட,2413
ன,2315
கி,2312
டி,2263
இ,2197
டு,2136
ம,2044
வி,2039
ர,2035
ண்,1942
எ,1836
ங்,1819
தா,1767
யி,1731
ற,1563
ற்,1539
கா,1502
ரி,1431
ல,1379
லை,1329
போ,1315
பி,1310
மு,1309
று,1276
பா,1171
மா,1170
உ,1121
சி,1114
யா,1081
பு,1075
ச,1066
ளி,1053
ஒ,1016
நா,993
டை,989
னா,963
தை,958
வா,952
ச்,926
கொ,895
றி,816
ஆ,812
நி,805
ள,804
ளை,772
லி,769
யு,741
டா,739
ளு,735
னை,696
ந,670
வு,662
வே,658
ய்,612
சு,611
ண,610
லா,608
னி,603
மி,574
கை,574
னு,546
றா,509
றை,507
லு,498
ஸ்,465
ழு,458
வை,458
ரா,442
கே,423
வெ,405
யை,399
செ,390
சொ,366
ரை,352
கூ,349
சா,345
தே,340
ழ,333
நீ,333
பெ,331
மே,330
மை,312
தெ,304
ழி,285
தோ,269
கோ,262
ணி,261
பூ,258
தொ,256
யே,249
ழ்,248
ஞ்,234
ஷ,222
ஏ,218
ஃ,212
ளா,205
மூ,204
வீ,202
மெ,200
ணு,191
வ்,188
ழை,184
பொ,180
”,180
நே,179
சை,170
யோ,167
னே,158
ஓ,156
தூ,154
மோ,150
ஸி,148
பே,147
யூ,142
றே,136
சே,134
பை,123
லே,117
தீ,117
டே,116
ஷ்,109
நோ,106
யெ,105
ஜ,103
ரே,101
;,99
ணை,95
ரோ,93
கீ,90
ஸ,89
ஊ,88
',86
ளே,84
மீ,83
ஹ,83
“,80
கெ,77
சோ,74
டெ,74
சூ,71
நு,70
நெ,68
பீ,62
சீ,62
ரெ,60
ணா,58
ரூ,57
ஸா,57
மொ,56
ஜா,51
ளோ,51
ஜெ,51
வோ,49
ஞ,48
நூ,46
வொ,45
லோ,43
னோ,42
ளெ,41
லெ,40
னொ,39
ஐ,38
ழா,37
ஈ,37
ரீ,36
யொ,36
ணீ,36
ஜ்,34
னெ,33
ஸெ,33
றோ,31
ஜை,31
ழே,31
லீ,29
ஜி,27
ஜீ,26
டோ,25
ஸை,22
டீ,22
’,22
ரொ,21
றொ,19
ஷி,19
றெ,18
னூ,17
றீ,17
ஹா,16
…,16
ஸு,15
ஜோ,14
ஞா,14
ஹோ,13
{,11
},11
மௌ,11
லூ,11
லொ,10
டூ,10
ணோ,10
கௌ,10
ணே,10
நொ,9
ஹி,8
ளீ,8
னீ,8
ஜு,7
யீ,6
ஷா,6
சௌ,6
ஸீ,6
ஹை,6
பௌ,5
ஹு,5
ஷு,5
ணெ,5
ஷெ,5
ஷீ,4
ஹூ,4
ஷை,4
‘,4
&,3
ஸே,3
ஹ்,3
ஜொ,3
யௌ,3
ங,3
ஹீ,3
ஹௌ,3
வி்,2
ரி்,2
நை,2
–,2
ரு்,2
ஸோ,2
‌ா,2
ஷே,2
ஜூ,2
ஙு,2
],2
ளூ,2
துா,2
ஸௌ,2
டே்,2
வூ,2
﻿,1
ஏா,1
றூ,1
ளு்,1
ஆ்,1
வௌ,1
ஹே,1
ஞை,1
ணீ்,1
றி்,1
ணூ,1
ஸொ,1
ஞே,1
ஷோ,1
ளி்,1
ஙே,1
[,1
கு்,1
ளொ,1
ஜே,1
ஹெ,1
ஞீ,1
ஸூ,1
டௌ,1
ஷூ,1
யி்,1
ட்ி,1
இ்,1
ழோ,1
டு்,1
ஙா,1
