letters,count
ன்,3790
ம்,3250
ர்,2373
க,2355
த,2292
ல்,2104
அ,1784
து,1740
வ,1676
த்,1621
க்,1426
;,1378
ந்,1377
இ,1355
ன,1300
எ,1300
கு,1112
உ,1104
ர,1060
ப,1028
ரு,989
ல,963
று,944
தி,940
டு,940
ட,933
ம,908
ய,830
வி,807
ண்,799
ற,783
ற்,729
',716
ள்,677
ப்,659
ங்,656
னை,613
கி,612
தா,579
&,529
பு,527
வா,522
ரி,517
யி,514
ஆ,513
மு,500
லை,487
ய்,485
சி,464
டி,463
றி,442
டை,421
மா,394
ஒ,394
நி,387
கா,382
ள,364
செ,351
ண,347
போ,340
ழி,334
வெ,332
னு,329
ழு,328
யு,326
யா,325
கொ,302
கை,302
பி,301
ளி,274
னி,274
ட்,273
லா,271
லி,271
ரா,266
பொ,261
மே,261
னா,259
ரை,254
வீ,253
ச்,230
தே,223
பா,215
மை,215
வே,214
லு,214
வு,214
றை,208
றா,203
ச,200
தொ,196
ஏ,191
தோ,188
மி,186
ந,181
ஓ,180
சு,180
ழ்,166
ணி,166
நா,162
ஞ்,162
பெ,161
நீ,151
யை,150
நெ,150
சே,146
தை,142
கோ,142
ணை,131
யோ,129
வை,118
ளை,117
தீ,116
கூ,116
ழ,112
டா,101
சை,100
ழை,98
ளா,98
ளு,97
மீ,83
வ்,80
பே,79
மூ,78
சொ,77
னே,74
தூ,74
நோ,72
சா,70
ஊ,68
லோ,63
கே,63
ணு,63
ரோ,57
றே,54
னோ,54
மொ,51
தெ,49
பூ,47
ஐ,45
சூ,45
மெ,43
ஈ,41
மோ,41
யே,40
சீ,38
நூ,35
ரே,35
லே,33
வோ,33
நே,29
டோ,28
நு,28
சோ,25
யொ,23
றோ,23
ணா,19
டே,18
ணீ,16
–,14
னொ,14
பை,13
கெ,13
{,11
},11
ஞா,11
ரீ,10
றெு,9
ழா,9
லொ,9
றொ,8
கீ,8
யூ,7
லெ,7
னெ,7
ரொ,7
லீ,6
ளோ,5
ஃ,5
ணோ,5
ஞ,5
யெ,5
நொ,5
ங,5
றீ,4
உே,4
ழெி,4
மௌ,3
ணொ,3
டீ,3
ளீ,3
ழெு,3
வொ,3
ரெ,3
றெி,3
ழீ,2
ளெ,2
ளே,2
﻿,1
னெ்,1
வாெ,1
ழே,1
ள்ி,1
நை,1
வௌ,1
டொ,1
றெ,1
தோெ,1
லூ,1
ழோ,1
ரெு,1
னூ,1
ஆே,1
;்,1
மெ்,1
யீ,1
டெ,1
ஆெ,1
வெ்,1
ழொ,1
ணெ,1
