letters,count
ன்,2852
க,2140
த,2049
ம்,1910
த்,1765
வ,1724
ர்,1524
க்,1352
ரு,1312
ந்,1134
தி,1037
ப,1023
ல்,1014
ம,969
ன,961
ங்,946
ற்,938
ய,934
ப்,932
ண்,920
து,896
;,859
&,847
வி,822
ர,807
ட,780
கு,771
ற,711
று,704
ல,691
டு,628
மு,619
அ,616
ள்,609
கி,564
ய்,529
யி,514
பு,513
சி,491
ச்,490
வா,483
டி,474
றி,441
னை,420
இ,419
தா,410
பி,404
ச,395
எ,372
மா,371
கா,370
ட்,363
னா,363
ரி,360
டை,359
ண,355
னி,355
செ,345
ந,340
லை,330
ழி,329
யா,321
கொ,311
ள,306
ளி,296
மை,295
லி,294
ழு,293
பா,289
பெ,284
உ,279
ஞ்,271
நி,266
றை,261
கை,255
யு,253
னு,253
மி,249
ழ்,239
வெ,232
லா,227
வே,224
ணி,221
ரா,207
தெ,203
வு,200
றா,190
பொ,189
நீ,189
ழ,186
மே,184
தொ,184
போ,183
ரை,182
லு,173
மெ,168
நா,165
யெ,165
தே,160
சு,157
வை,142
தோ,139
ஆ,134
கூ,129
தீ,126
தை,124
கே,118
வீ,114
யோ,114
சா,114
பூ,114
வ்,109
சை,108
கோ,105
நெ,105
ணை,100
நோ,96
கெ,95
ளை,95
யே,94
னே,93
பே,92
னெ,92
டா,91
சீ,88
ளு,82
மூ,76
ஏ,76
ணு,70
மீ,69
ழை,69
ஒ,66
யை,64
னோ,64
சே,62
ரே,60
மொ,58
ளா,57
றெ,54
சொ,49
சூ,48
ஈ,44
லெ,42
யொ,41
லோ,41
வோ,38
ரெ,37
மோ,37
நு,37
ளெ,35
பை,35
கீ,32
றே,32
தூ,31
ணா,31
லே,29
றோ,28
ஓ,28
ரோ,28
டெ,26
ஞா,25
னொ,24
ஐ,22
ழா,19
சோ,19
டே,19
·,19
ஞ,17
ளே,16
றொ,16
றீ,15
ணோ,14
நே,14
ஊ,14
னீ,13
டோ,13
வொ,13
ணீ,12
ளோ,12
ணெ,11
ரொ,11
ரீ,10
நூ,10
ளீ,10
{,9
},9
ழூ,9
ளொ,9
டொ,8
லொ,8
ழீ,8
யூ,8
ரூ,8
ணே,7
லீ,7
ணூ,6
யீ,6
நொ,5
டூ,5
டீ,4
',4
வௌ,3
பீ,3
ஷ்,3
வூ,3
கௌ,2
ளூ,2
றூ,2
ணொ,2
﻿,1
பௌ,1
ஷ,1
ழெ,1
நை,1
ஞை,1
ஷை,1
னூ,1
னௌ,1
ஞி,1
லூ,1
