letters,count
வ,203
ன்,156
த,143
க,130
த்,121
ம்,109
ரு,108
க்,105
ண்,105
தி,94
ள்,90
;,88
ய,87
டி,87
ந்,86
ல்,85
ர்,76
ம,75
து,69
கு,60
தா,60
ட,59
டு,54
னை,54
ளி,53
&,51
ப்,50
ப,50
கி,48
மா,46
ன,46
ற்,45
வே,43
ல,42
வா,40
அ,38
செ,37
மு,37
ங்,36
எ,36
ய்,36
லை,35
றி,35
ற,35
வி,34
ர,34
சி,32
யு,31
யா,30
ழ,30
கா,29
யி,29
பா,28
ட்,27
நி,27
தே,27
பு,26
று,26
சு,25
பி,24
ண,24
இ,24
யே,24
தை,24
ச்,23
னி,22
ணி,21
ச,21
உ,21
ஆ,21
மி,20
ரி,20
நீ,20
ள,19
நா,19
னு,19
ரா,18
றா,18
ளை,17
கை,17
கே,16
ரை,16
கொ,16
ழு,15
மை,15
வு,14
ந,14
யை,14
லா,14
},13
பெ,13
ழ்,12
ணை,12
{,11
கோ,11
தீ,11
லு,11
லி,10
ழை,10
சே,10
மெ,9
னா,9
ஐ,9
டை,9
பே,8
னெ,8
சூ,8
ழி,8
பூ,8
ஞ்,7
தெ,7
டா,7
போ,7
ஏ,7
மொ,7
யோ,7
மோ,7
ளு,7
வை,7
யெ,7
ரே,7
லே,6
கூ,6
னே,6
ளே,6
ஒ,6
ஞா,6
பொ,6
றை,6
௨,5
சொ,5
ஓ,5
மே,5
நெ,5
வெ,5
வ்,4
வீ,4
றே,4
தொ,4
சை,4
ஜா,3
ணா,3
ளெ,3
தோ,3
மீ,3
ஈ,3
யொ,3
சா,3
தூ,2
ஸ்,2
ரீ,2
நொ,2
சோ,2
லொ,2
கெ,2
லோ,2
சீ,2
ரோ,2
நே,2
﻿,1
ஹ,1
],1
[,1
நூ,1
ளா,1
யூ,1
ஊ,1
ளொ,1
ணே,1
ணீ,1
ஹா,1
ளீ,1
ஜ,1
ரெ,1
நு,1
வோ,1
ணு,1
ஷ,1
நை,1
கௌ,1
சௌ,1
ஷ்,1
ழி்,1
ரௌ,1
டே,1
றெ,1
