words,count,book
வேறு,35,pmuni0293_02.html
தம்மை,21,pmuni0293_02.html
அரிமுகன்,19,pmuni0293_02.html
கின்ற,19,pmuni0293_02.html
வீரன்,16,pmuni0293_02.html
ஆயிரம்,16,pmuni0293_02.html
சென்னி,15,pmuni0293_02.html
நின்ற,15,pmuni0293_02.html
கொண்ட,14,pmuni0293_02.html
அவுணர்,13,pmuni0293_02.html
பூதர்,13,pmuni0293_02.html
அவுணன்,13,pmuni0293_02.html
பூதர்கள்,13,pmuni0293_02.html
பட்ட,13,pmuni0293_02.html
ஆயிர,12,pmuni0293_02.html
வெய்யோன்,12,pmuni0293_02.html
நின்றான்,12,pmuni0293_02.html
யாவையும்,11,pmuni0293_02.html
வாளி,11,pmuni0293_02.html
கோடி,11,pmuni0293_02.html
தானை,11,pmuni0293_02.html
சிற்சிலர்,11,pmuni0293_02.html
சிலவரை,11,pmuni0293_02.html
மாமுகன்,10,pmuni0293_02.html
குமரன்,10,pmuni0293_02.html
கொண்டு,10,pmuni0293_02.html
எல்லை,10,pmuni0293_02.html
வந்தான்,10,pmuni0293_02.html
சிந்தினர்,10,pmuni0293_02.html
நோக்கி,10,pmuni0293_02.html
யாரும்,10,pmuni0293_02.html
அண்ணல்,10,pmuni0293_02.html
},9,pmuni0293_02.html
முகத்தவன்,9,pmuni0293_02.html
தானைகள்,9,pmuni0293_02.html
தன்றே,9,pmuni0293_02.html
அன்றே,9,pmuni0293_02.html
சிந்தி,9,pmuni0293_02.html
ஒருசிலர்,9,pmuni0293_02.html
போலும்,9,pmuni0293_02.html
போல்வன,9,pmuni0293_02.html
முகத்தன்,8,pmuni0293_02.html
என்றான்,8,pmuni0293_02.html
வீரர்,8,pmuni0293_02.html
முற்றும்,8,pmuni0293_02.html
வீசிய,8,pmuni0293_02.html
நோக்கியே,8,pmuni0293_02.html
நோக்கித்,8,pmuni0293_02.html
நிற்குஞ்,8,pmuni0293_02.html
கொல்லுஞ்,8,pmuni0293_02.html
கொல்லும்,8,pmuni0293_02.html
பகழி,8,pmuni0293_02.html
வாளிகள்,8,pmuni0293_02.html
தன்னை,8,pmuni0293_02.html
கொல்லோ,8,pmuni0293_02.html
தேவர்,7,pmuni0293_02.html
நாயகன்,7,pmuni0293_02.html
வாரி,7,pmuni0293_02.html
தேரை,7,pmuni0293_02.html
லோடும்,7,pmuni0293_02.html
தண்டம்,7,pmuni0293_02.html
சென்று,7,pmuni0293_02.html
வீர,7,pmuni0293_02.html
துன்முகன்,7,pmuni0293_02.html
பூதரை,7,pmuni0293_02.html
வீசும்,7,pmuni0293_02.html
தீயவன்,7,pmuni0293_02.html
முகத்து,7,pmuni0293_02.html
வள்ளல்,7,pmuni0293_02.html
கண்டு,7,pmuni0293_02.html
சிங்கமா,6,pmuni0293_02.html
அரிமுகத்,6,pmuni0293_02.html
செய்தன,6,pmuni0293_02.html
சீய,6,pmuni0293_02.html
மைந்தர்,6,pmuni0293_02.html
பத்துநூ,6,pmuni0293_02.html
முன்னம்,6,pmuni0293_02.html
பட்டன,6,pmuni0293_02.html
கொண்டான்,6,pmuni0293_02.html
லுற்றார்,6,pmuni0293_02.html
ஒருவன்,6,pmuni0293_02.html
சீயமா,6,pmuni0293_02.html
நிற்கும்,6,pmuni0293_02.html
னாக,6,pmuni0293_02.html
ஆர்த்தனர்,6,pmuni0293_02.html
மடங்கல்,6,pmuni0293_02.html
சிலவர்,6,pmuni0293_02.html
படைகள்,6,pmuni0293_02.html
கண்டான்,6,pmuni0293_02.html
ஆற்றல்,6,pmuni0293_02.html
ஐயன்,6,pmuni0293_02.html
போகும்,6,pmuni0293_02.html
;,5,pmuni0293_02.html
{,5,pmuni0293_02.html
கேளா,5,pmuni0293_02.html
வந்த,5,pmuni0293_02.html
மேலோன்,5,pmuni0293_02.html
இனைய,5,pmuni0293_02.html
மேயினான்,5,pmuni0293_02.html
வல்லை,5,pmuni0293_02.html
பாங்கர்,5,pmuni0293_02.html
தானவர்,5,pmuni0293_02.html
என்பவன்,5,pmuni0293_02.html
ஏகியே,5,pmuni0293_02.html
தம்மையும்,5,pmuni0293_02.html
கின்றதோர்,5,pmuni0293_02.html
கேசரி,5,pmuni0293_02.html
வெம்போர்,5,pmuni0293_02.html
யாவும்,5,pmuni0293_02.html
ஆர்த்தார்,5,pmuni0293_02.html
சீயமு,5,pmuni0293_02.html
யாவரும்,5,pmuni0293_02.html
தன்னில்,5,pmuni0293_02.html
வன்மையும்,5,pmuni0293_02.html
ஆருயிர்,5,pmuni0293_02.html
தீயோன்,5,pmuni0293_02.html
யென்றான்,5,pmuni0293_02.html
காணா,5,pmuni0293_02.html
சேனை,5,pmuni0293_02.html
வெங்கணை,5,pmuni0293_02.html
குருதி,5,pmuni0293_02.html
அவுணர்கள்,5,pmuni0293_02.html
சிந்தியே,5,pmuni0293_02.html
தன்மை,5,pmuni0293_02.html
எல்லாம்,5,pmuni0293_02.html
லானோ,5,pmuni0293_02.html
இத்திறம்,5,pmuni0293_02.html
ஆர்த்தான்,5,pmuni0293_02.html
விடுத்த,5,pmuni0293_02.html
முதல்வன்,5,pmuni0293_02.html
இளையவன்,5,pmuni0293_02.html
தந்த,5,pmuni0293_02.html
அதனை,5,pmuni0293_02.html
ஆவி,5,pmuni0293_02.html
செவ்வேள்,5,pmuni0293_02.html
ஒன்று,5,pmuni0293_02.html
{;,4,pmuni0293_02.html
ஏகி,4,pmuni0293_02.html
கந்தவேள்,4,pmuni0293_02.html
ஓடினான்,4,pmuni0293_02.html
எங்கும்,4,pmuni0293_02.html
மற்றவன்,4,pmuni0293_02.html
சமரின்,4,pmuni0293_02.html
