letters,count
ன்,3938
த,3851
க,2842
த்,2600
வ,2548
ங்,2367
ல்,2158
க்,2086
கு,2081
து,1938
ற்,1886
ந்,1774
ர்,1566
ம்,1500
வி,1489
ரு,1405
லை,1389
ய,1358
ம,1242
ப,1133
ண்,1106
று,1105
கி,1030
ப்,1028
ன,988
ள்,977
தி,953
டு,920
ர,909
ட,904
ற,881
இ,872
பா,867
ல,835
கா,779
மு,776
பி,771
ய்,763
யா,705
யி,696
வெ,681
றி,678
தா,642
ரி,641
பு,614
ட்,596
லோ,593
யு,583
மா,580
ண,578
ழி,563
வா,561
கூ,521
செ,512
னை,506
கை,497
ழ,491
டி,453
னு,435
அ,430
ஞ்,425
னி,424
ள,423
லு,421
வு,417
ரை,406
கொ,404
ச்,373
னா,370
லி,369
போ,363
சோ,355
வே,355
தே,349
பொ,340
மே,339
கோ,332
லா,323
மி,319
மை,318
நி,315
றை,313
ந,313
ணி,301
யை,290
றா,288
ச,287
ளி,286
சி,284
கே,280
தெ,279
மெ,274
யெ,272
நா,262
ரா,253
ழ்,248
டை,248
தை,242
வை,239
யே,230
பெ,222
ழு,206
தோ,205
சொ,178
டா,176
நீ,175
சு,163
னே,158
வ்,150
தொ,146
மொ,139
ளை,133
ளு,131
யோ,131
சா,125
சே,124
லே,119
னெ,119
ழை,113
;,109
சை,106
பூ,105
எ,103
லெ,102
மீ,102
கெ,98
ணா,93
உ,88
றே,87
பே,87
நெ,86
ணை,84
ஆ,83
மூ,83
தூ,81
ணு,78
ளா,77
ரே,75
தீ,73
றெ,73
றோ,72
ரெ,71
யொ,66
டே,63
வோ,56
ஃ,54
ங,52
மோ,50
டோ,50
நோ,49
னோ,48
னீ,48
வீ,47
சூ,44
லொ,44
ளெ,41
நே,40
ஒ,38
ஐ,37
யீ,37
னொ,36
ரோ,36
–,34
லீ,31
நூ,30
வொ,30
பை,30
ளே,30
ழா,26
னூ,26
டெ,25
நு,23
ஊ,23
ணீ,23
சீ,23
யூ,22
ஏ,21
ஓ,20
ணெ,18
கீ,17
றொ,16
ரொ,16
நொ,15
நை,15
டொ,14
றீ,12
{,11
},11
ரீ,11
ணே,11
வூ,10
ளொ,9
பீ,9
ளோ,8
ளீ,7
ஈ,7
‌,7
ஸ்,6
ரூ,6
ஞ,6
ணோ,5
ஞா,5
ணூ,5
றூ,4
ளூ,4
டீ,3
மௌ,3
லூ,3
ஞை,3
ணொ,3
ஜி,2
],2
$,2
ழீ,2
ரி்,2
﻿,1
&,1
”,1
ஜ,1
ரு்,1
கா்,1
[,1
§,1
¡,1
தொ்,1
ரௌ,1
லி்,1
ழே,1
றி்,1
ழெ,1
