letters,count
ம்,1322
ன்,1266
க,1182
ல்,1154
த,907
ர்,874
த்,734
க்,631
து,621
வ,605
ரு,602
ப,596
கு,568
அ,557
ப்,541
தி,538
ய,518
ள்,485
ந்,471
ற,464
ட,461
எ,443
ம,437
டு,434
இ,422
ன,417
ண்,405
ற்,405
பா,374
பு,371
ர,361
று,347
ட்,343
சி,316
றி,316
கா,306
ங்,293
ல,292
வி,291
உ,257
பொ,256
யா,255
கி,239
யி,236
',235
டி,232
;,227
ஆ,226
தா,223
லை,216
மு,212
ள,204
டை,203
ரை,200
&,198
ரி,195
ய்,182
ளி,175
கை,173
மா,168
பெ,168
தொ,167
வா,165
நி,164
போ,163
பி,161
கொ,155
னி,154
ந,153
னை,151
வே,149
ழ்,145
செ,144
மை,142
ச்,135
னு,129
மே,128
றை,126
வெ,124
லி,123
மி,114
ழி,114
கோ,112
னா,111
ஒ,102
வை,102
யு,101
ண,98
லா,98
ழு,96
வு,94
நா,90
நூ,89
தோ,89
ச,86
நீ,85
லு,82
ஞ்,76
ழ,73
ளை,72
தே,71
டூ,69
றா,69
நெ,68
சு,63
சா,60
னே,60
டா,57
ஓ,57
கூ,56
ரா,54
சை,54
ணி,53
மூ,50
சே,50
ணை,49
ஏ,49
ளா,49
சூ,46
ளு,45
வீ,43
கே,42
ஈ,41
தை,41
நோ,40
வ்,39
சீ,39
யே,37
தெ,35
ணு,34
மீ,31
ஊ,27
தீ,27
பே,26
சொ,26
கெ,25
பூ,25
நு,24
லோ,24
கீ,23
யோ,23
றே,23
ழா,22
ரே,21
றோ,21
தூ,20
ழை,19
யை,19
வோ,18
மொ,17
னோ,17
•,17
ஃ,16
மெ,15
நே,15
ஞா,14
[,14
],14
லே,12
றெ,12
பை,11
{,9
},9
ஐ,9
நொ,9
ளே,9
டோ,8
றீ,8
றொ,7
ணா,7
டெ,7
மோ,7
சோ,7
ஔ,7
வூ,6
ரோ,6
டே,6
ரூ,6
யீ,5
னொ,5
$,5
ணோ,5
ழே,4
ழீ,4
ணே,4
ஜா,3
ஜி,3
ழோ,3
·,3
¨,3
ஞ,3
டொ,3
வொ,3
லொ,2
ரீ,2
ஜ,2
னூ,2
ரெ,2
லெ,2
லூ,2
ரொ,2
ளீ,2
﻿,1
னெ,1
ஷ்,1
பௌ,1
டீ,1
ணெ,1
ங,1
யூ,1
னீ,1
றூ,1
பீ,1
ஞை,1
